award_year,category,prize,prize_share,laureate_id,laureate_type,full_name,birth_year,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_year,death_city,death_country
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,3-Jan,405,Individual,George E. Palade,1912,Iasi,Romania,Male,"""Yale University, School of Medicine""","""New Haven, CT""",United States of America,2008,"""Del Mar, CA""",United States of America
1957,Literature,The Nobel Prize in Literature 1957,1-Jan,628,Individual,Albert Camus,1913,Mondovi,French Algeria (Algeria),Male,null,null,null,1960,Sens,France
1972,Chemistry,The Nobel Prize in Chemistry 1972,4-Jan,242,Individual,Stanford Moore,1913,"""Chicago, IL""",United States of America,Male,Rockefeller University,"""New York, NY""",United States of America,1982,"""New York, NY""",United States of America
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,1-Jan,698,Individual,Richard Stone,1913,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991,Cambridge,United Kingdom
1978,Peace,The Nobel Peace Prize 1978,2-Jan,539,Individual,Menachem Begin,1913,Brest Litovsk,Russian Empire (Belarus),Male,null,null,null,1992,Tel Aviv,Israel
1971,Peace,The Nobel Peace Prize 1971,1-Jan,529,Individual,Willy Brandt,1913,Lübeck,Germany,Male,null,null,null,1992,Unkel,Germany
1989,Physics,The Nobel Prize in Physics 1989,4-Jan,137,Individual,Wolfgang Paul,1913,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,1993,Bonn,Germany
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,2-Jan,422,Individual,Roger W. Sperry,1913,"""Hartford, CT""",United States of America,Male,California Institute of Technology (Caltech),"""Pasadena, CA""",United States of America,1994,"""Pasadena, CA""",United States of America
1985,Literature,The Nobel Prize in Literature 1985,1-Jan,662,Individual,Claude Simon,1913,Tananarive (Antananarivo),Madagascar,Male,null,null,null,2005,Paris,France
1955,Physics,The Nobel Prize in Physics 1955,2-Jan,63,Individual,Willis Eugene Lamb,1913,"""Los Angeles, CA""",United States of America,Male,Stanford University,"""Stanford, CA""",United States of America,2008,"""Tucson, AZ""",United States of America
1952,Chemistry,The Nobel Prize in Chemistry 1952,2-Jan,215,Individual,Richard Laurence Millington Synge,1914,Liverpool,United Kingdom,Male,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,1994,Norwich,United Kingdom
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,2-Jan,716,Individual,William Vickrey,1914,"""Victoria, BC""",Canada,Male,Columbia University,"""New York, NY""",United States of America,1996,"""Harrison, NY""",United States of America
1990,Literature,The Nobel Prize in Literature 1990,1-Jan,667,Individual,Octavio Paz,1914,Mexico City,Mexico,Male,null,null,null,1998,Mexico City,Mexico
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,3-Jan,376,Individual,Alan Lloyd Hodgkin,1914,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1998,Cambridge,United Kingdom
1962,Chemistry,The Nobel Prize in Chemistry 1962,2-Jan,226,Individual,Max Ferdinand Perutz,1914,Vienna,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002,Cambridge,United Kingdom
2002,Physics,The Nobel Prize in Physics 2002,4-Jan,753,Individual,Raymond Davis Jr.,1914,"""Washington, DC""",United States of America,Male,University of Pennsylvania,"""Philadelphia, PA""",United States of America,2006,"""Blue Point, NY""",United States of America
1970,Peace,The Nobel Peace Prize 1970,1-Jan,528,Individual,Norman E. Borlaug,1914,"""Cresco, IA""",United States of America,Male,null,null,null,2009,"""Dallas, TX""",United States of America
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,3-Jan,407,Individual,Renato Dulbecco,1914,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,2012,"""La Jolla, CA""",United States of America
1971,Medicine,The Nobel Prize in Physiology or Medicine 1971,1-Jan,397,Individual,"""Earl W. Sutherland, Jr.""",1915,"""Burlingame, KS""",United States of America,Male,Vanderbilt University,"""Nashville, TN""",United States of America,1974,"""Miami, FL""",United States of America
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,2-Jan,370,Individual,Peter Brian Medawar,1915,Rio de Janeiro,Brazil,Male,University College,London,United Kingdom,1987,London,United Kingdom
1961,Physics,The Nobel Prize in Physics 1961,2-Jan,75,Individual,Robert Hofstadter,1915,"""New York, NY""",United States of America,Male,Stanford University,"""Stanford, CA""",United States of America,1990,"""Stanford, CA""",United States of America
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,2-Jan,693,Individual,Sir Arthur Lewis,1915,Castries,British West Indies (Saint Lucia),Male,Princeton University,"""Princeton, NJ""",United States of America,1991,Bridgetown,Barbados
1994,Physics,The Nobel Prize in Physics 1994,2-Jan,146,Individual,Clifford G. Shull,1915,"""Pittsburgh, PA""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,2001,"""Medford, MA""",United States of America
1976,Literature,The Nobel Prize in Literature 1976,1-Jan,652,Individual,Saul Bellow,1915,Montreal,Canada,Male,null,null,null,2005,"""Brookline, MA""",United States of America
1983,Chemistry,The Nobel Prize in Chemistry 1983,1-Jan,260,Individual,Henry Taube,1915,Neudorf,Canada,Male,Stanford University,"""Stanford, CA""",United States of America,2005,"""Stanford, CA""",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,3-Jan,357,Individual,Thomas Huckle Weller,1915,"""Ann Arbor, MI""",United States of America,Male,"""Research Division of Infectious Diseases, Children's Medical Center""","""Boston, MA""",United States of America,2008,"""Needham, MA""",United States of America
1970,Economics,The Sveriges Riksbank Prize in Economic Sciences 1970,1-Jan,679,Individual,Paul A. Samuelson,1915,"""Gary, IN""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,2009,"""Belmont, MA""",United States of America
1989,Physics,The Nobel Prize in Physics 1989,2-Jan,135,Individual,Norman F. Ramsey,1915,"""Washington, DC""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,2011,"""Wayland, MA""",United States of America
1964,Physics,The Nobel Prize in Physics 1964,2-Jan,81,Individual,Charles Hard Townes,1915,"""Greenville, SC""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,2015,"""Berkeley, CA""",United States of America
1972,Chemistry,The Nobel Prize in Chemistry 1972,2-Jan,241,Individual,Christian B. Anfinsen,1916,"""Monessen, PA""",United States of America,Male,National Institutes of Health,"""Bethesda, MD""",United States of America,1995,"""Randallstown, MD""",United States of America
1978,Economics,The Sveriges Riksbank Prize in Economic Sciences 1978,1-Jan,691,Individual,Herbert A. Simon,1916,"""Milwaukee, WI""",United States of America,Male,Carnegie Mellon University,"""Pittsburgh, PA""",United States of America,2001,"""Pittsburgh, PA""",United States of America
1964,Physics,The Nobel Prize in Physics 1964,4-Jan,83,Individual,Aleksandr Mikhailovich Prokhorov,1916,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,2002,Moscow,Russia
1989,Literature,The Nobel Prize in Literature 1989,1-Jan,666,Individual,Camilo José Cela,1916,Iria Flavia,Spain,Male,null,null,null,2002,Madrid,Spain
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,3-Jan,358,Individual,Frederick Chapman Robbins,1916,"""Auburn, AL""",United States of America,Male,Western Reserve University,"""Cleveland, OH""",United States of America,2003,"""Cleveland, OH""",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,3-Jan,372,Individual,Francis Harry Compton Crick,1916,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2004,"""San Diego, CA""",United States of America
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,3-Jan,425,Individual,Sune K. Bergström,1916,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004,Stockholm,Sweden
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,3-Jan,374,Individual,Maurice Hugh Frederick Wilkins,1916,Pongaroa,New Zealand,Male,London University,London,United Kingdom,2004,London,United Kingdom
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,3-Jan,458,Individual,Robert F. Furchgott,1916,"""Charleston, SC""",United States of America,Male,SUNY Health Science Center,"""Brooklyn, NY""",United States of America,2009,"""Seattle, WA""",United States of America
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,3-Jan,420,Individual,Jean Dausset,1916,Toulouse,France,Male,"""Université de Paris, Laboratoire Immuno-Hématologie""",Paris,France,2009,"""Palma, Majorca""",Spain
2003,Physics,The Nobel Prize in Physics 2003,3-Jan,767,Individual,Vitaly L. Ginzburg,1916,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009,null,null
1965,Chemistry,The Nobel Prize in Chemistry 1965,1-Jan,231,Individual,Robert Burns Woodward,1917,"""Boston, MA""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1979,"""Cambridge, MA""",United States of America
1972,Literature,The Nobel Prize in Literature 1972,1-Jan,647,Individual,Heinrich Böll,1917,Cologne,Germany,Male,null,null,null,1985,Bornheim-Merten,West Germany (Germany)
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,2-Jan,399,Individual,Rodney R. Porter,1917,Newton-le-Willows,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1985,Winchester,United Kingdom
1975,Physics,The Nobel Prize in Physics 1975,3-Jan,104,Individual,Leo James Rainwater,1917,"""Council, ID""",United States of America,Male,Columbia University,"""New York, NY""",United States of America,1986,"""Yonkers, NY""",United States of America
1962,Chemistry,The Nobel Prize in Chemistry 1962,2-Jan,227,Individual,John Cowdery Kendrew,1917,Oxford,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1997,Cambridge,United Kingdom
1977,Chemistry,The Nobel Prize in Chemistry 1977,1-Jan,250,Individual,Ilya Prigogine,1917,Moscow,Russia,Male,Université Libre de Bruxelles,Brussels,Belgium,2003,Brussels,Belgium
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,3-Jan,820,Individual,Leonid Hurwicz,1917,Moscow,Russia,Male,University of Minnesota,"""Minneapolis, MN""",United States of America,2008,"""Minneapolis, MN""",United States of America
2002,Chemistry,The Nobel Prize in Chemistry 2002,4-Jan,756,Individual,John B. Fenn,1917,"""New York, NY""",United States of America,Male,Virginia Commonwealth University,"""Richmond, VA""",United States of America,2010,"""Richmond, VA""",United States of America
1985,Chemistry,The Nobel Prize in Chemistry 1985,2-Jan,262,Individual,Herbert A. Hauptman,1917,"""New York, NY""",United States of America,Male,The Medical Foundation of Buffalo,"""Buffalo, NY""",United States of America,2011,"""Buffalo, NY""",United States of America
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,3-Jan,377,Individual,Andrew Fielding Huxley,1917,Hampstead,United Kingdom,Male,University College,London,United Kingdom,2012,Grantchester,United Kingdom
2001,Chemistry,The Nobel Prize in Chemistry 2001,4-Jan,741,Individual,William S. Knowles,1917,"""Taunton, MA""",United States of America,Male,null,"""St. Louis, MO""",United States of America,2012,"""Chesterfield, MO""",United States of America
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,3-Jan,404,Individual,Christian de Duve,1917,Thames Ditton,United Kingdom,Male,Rockefeller University,"""New York, NY""",United States of America,2013,Nethen,Belgium
1975,Chemistry,The Nobel Prize in Chemistry 1975,2-Jan,247,Individual,John Warcup Cornforth,1917,Sydney,Australia,Male,University of Sussex,Brighton,United Kingdom,2013,null,null
1978,Peace,The Nobel Peace Prize 1978,2-Jan,538,Individual,Mohamed Anwar al-Sadat,1918,Mit Abu al-Kawm,Egypt,Male,null,null,null,1981,Cairo,Egypt
1974,Physics,The Nobel Prize in Physics 1974,2-Jan,100,Individual,Sir Martin Ryle,1918,Brighton,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1984,Cambridge,United Kingdom
1965,Physics,The Nobel Prize in Physics 1965,3-Jan,86,Individual,Richard P. Feynman,1918,"""New York, NY""",United States of America,Male,California Institute of Technology (Caltech),"""Pasadena, CA""",United States of America,1988,"""Los Angeles, CA""",United States of America
1965,Physics,The Nobel Prize in Physics 1965,3-Jan,85,Individual,Julian Schwinger,1918,"""New York, NY""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1994,"""Los Angeles, CA""",United States of America
1981,Chemistry,The Nobel Prize in Chemistry 1981,2-Jan,257,Individual,Kenichi Fukui,1918,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998,Kyoto,Japan
1969,Chemistry,The Nobel Prize in Chemistry 1969,2-Jan,237,Individual,Derek H. R. Barton,1918,Gravesend,United Kingdom,Male,Imperial College,London,United Kingdom,1998,"""College Station, TX""",United States of America
1995,Physics,The Nobel Prize in Physics 1995,2-Jan,148,Individual,Frederick Reines,1918,"""Paterson, NJ""",United States of America,Male,University of California,"""Irvine, CA""",United States of America,1998,"""Orange, CA""",United States of America
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,3-Jan,438,Individual,Gertrude B. Elion,1918,"""New York, NY""",United States of America,Female,Wellcome Research Laboratories,"""Research Triangle Park, NC""",United States of America,1999,"""Chapel Hill, NC""",United States of America
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,1-Jan,695,Individual,James Tobin,1918,"""Champaign, IL""",United States of America,Male,Yale University,"""New Haven, CT""",United States of America,2002,"""New Haven, CT""",United States of America
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,1-Jan,699,Individual,Franco Modigliani,1918,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,2003,"""Cambridge, MA""",United States of America
1994,Physics,The Nobel Prize in Physics 1994,2-Jan,145,Individual,Bertram N. Brockhouse,1918,"""Lethbridge, Alberta""",Canada,Male,McMaster University,"""Hamilton, Ontario""",Canada,2003,"""Hamilton, Ontario""",Canada
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,3-Jan,452,Individual,Edward B. Lewis,1918,"""Wilkes-Barre, PA""",United States of America,Male,California Institute of Technology (Caltech),"""Pasadena, CA""",United States of America,2004,"""Pasadena, CA""",United States of America
1981,Physics,The Nobel Prize in Physics 1981,2-Jan,120,Individual,Kai M. Siegbahn,1918,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007,Ängelholm,Sweden
1973,Chemistry,The Nobel Prize in Chemistry 1973,2-Jan,244,Individual,Ernst Otto Fischer,1918,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany,2007,Munich,Germany
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,2-Jan,368,Individual,Arthur Kornberg,1918,"""Brooklyn, NY""",United States of America,Male,Stanford University,"""Stanford, CA""",United States of America,2007,"""Stanford, CA""",United States of America
1970,Literature,The Nobel Prize in Literature 1970,1-Jan,644,Individual,Aleksandr Isayevich Solzhenitsyn,1918,Kislovodsk,Russia,Male,null,null,null,2008,Troitse-Lykovo,Russia
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,2-Jan,447,Individual,Edwin G. Krebs,1918,"""Lansing, IA""",United States of America,Male,University of Washington,"""Seattle, WA""",United States of America,2009,"""Seattle, WA""",United States of America
1985,Chemistry,The Nobel Prize in Chemistry 1985,2-Jan,263,Individual,Jerome Karle,1918,"""New York, NY""",United States of America,Male,US Naval Research Laboratory,"""Washington, DC""",United States of America,2013,null,null
1958,Chemistry,The Nobel Prize in Chemistry 1958,1-Jan,222,Individual,Frederick Sanger,1918,Rendcombe,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013,Cambridge,United Kingdom
